location,time,rating
australiacentral,2022-10-16 05:30:00,605.09222158
australiacentral,2022-10-16 05:45:00,799.22975594
australiacentral,2022-10-16 06:00:00,865.0006495900001
australiacentral,2022-10-16 06:15:00,825.08452103
australiacentral,2022-10-16 06:30:00,804.21927201
australiacentral,2022-10-16 06:45:00,846.85695479
australiacentral,2022-10-16 07:00:00,816.01267363
australiacentral,2022-10-16 07:15:00,815.1054888900001
australiacentral,2022-10-16 07:30:00,814.19830415
australiacentral,2022-10-16 07:45:00,813.74471178
australiacentral,2022-10-16 08:00:00,810.11597282
australiacentral,2022-10-16 08:15:00,809.2087880800001
australiacentral,2022-10-16 08:30:00,810.56956519
australiacentral,2022-10-16 08:45:00,809.2087880800001
australiacentral,2022-10-16 09:00:00,809.2087880800001
australiacentral,2022-10-16 09:15:00,810.11597282
australiacentral,2022-10-16 09:30:00,810.11597282
australiacentral,2022-10-16 09:45:00,810.56956519
australiacentral,2022-10-16 10:00:00,810.56956519
australiacentral,2022-10-16 10:15:00,810.56956519
australiacentral,2022-10-16 10:30:00,810.56956519
australiacentral,2022-10-16 10:45:00,811.0231575600001
australiacentral,2022-10-16 11:00:00,815.1054888900001
australiacentral,2022-10-16 11:15:00,796.50820172
australiacentral,2022-10-16 11:30:00,795.60101698
australiacentral,2022-10-16 11:45:00,801.49771779
australiacentral,2022-10-16 12:00:00,800.5905330500001
australiacentral,2022-10-16 12:15:00,798.3225712
australiacentral,2022-10-16 12:30:00,798.3225712
australiacentral,2022-10-16 12:45:00,798.3225712
australiacentral,2022-10-16 13:00:00,798.3225712
australiacentral,2022-10-16 13:15:00,798.3225712
australiacentral,2022-10-16 13:30:00,798.3225712
australiacentral,2022-10-16 13:45:00,798.3225712
australiacentral,2022-10-16 14:00:00,798.3225712
australiacentral,2022-10-16 14:15:00,795.14742461
australiacentral,2022-10-16 14:30:00,794.69383224
australiacentral,2022-10-16 14:45:00,797.41538646
australiacentral,2022-10-16 15:00:00,810.11597282
australiacentral,2022-10-16 15:15:00,808.30160334
australiacentral,2022-10-16 15:30:00,808.30160334
australiacentral,2022-10-16 15:45:00,808.30160334
australiacentral,2022-10-16 16:00:00,811.0231575600001
australiacentral,2022-10-16 16:15:00,810.11597282
australiacentral,2022-10-16 16:30:00,810.11597282
australiacentral,2022-10-16 16:45:00,801.04412542
australiacentral,2022-10-16 17:00:00,800.13694068
australiacentral,2022-10-16 17:15:00,792.87946276
australiacentral,2022-10-16 17:30:00,792.42587039
australiacentral,2022-10-16 17:45:00,792.42587039
australiacentral,2022-10-16 18:00:00,787.88994669
